0.0159998	6.39997e-05
0.0319986	0.000255995
0.0479954	0.000575972
0.0639891	0.00102391
0.0799787	0.00159979
0.0959631	0.00230356
0.111941	0.00313518
0.127913	0.0040946
0.143876	0.00518176
0.159829	0.00639659
0.175773	0.007739
0.191705	0.00920892
0.207625	0.0108063
0.223532	0.0125309
0.239424	0.0143827
0.255302	0.0163616
0.271162	0.0184675
0.287006	0.0207002
0.302831	0.0230596
0.318636	0.0255454
0.334422	0.0281577
0.350186	0.0308961
0.365927	0.0337606
0.381645	0.0367509
0.397339	0.0398668
0.413007	0.0431082
0.428649	0.0464749
0.444263	0.0499665
0.459849	0.053583
0.475405	0.0573241
0.490931	0.0611894
0.506426	0.0651789
0.521888	0.0692921
0.537317	0.073529
0.552711	0.0778891
0.56807	0.0823723
0.583393	0.0869782
0.598678	0.0917065
0.613925	0.0965569
0.629133	0.101529
0.644301	0.106623
0.659427	0.111838
0.674511	0.117174
0.689552	0.12263
0.704548	0.128206
0.7195	0.133903
0.734406	0.139718
0.749264	0.145653
0.764075	0.151706
0.778837	0.157878
0.793549	0.164168
0.80821	0.170575
0.822819	0.177099
0.837376	0.18374
0.851879	0.190497
0.866328	0.19737
0.880721	0.204358
0.895058	0.211461
0.909337	0.218679
0.923558	0.22601
0.937721	0.233455
0.951823	0.241014
0.965864	0.248684
0.979844	0.256467
0.99376	0.264362
1.00761	0.272367
1.0214	0.280483
1.03513	0.288709
1.04878	0.297045
1.06237	0.30549
1.07589	0.314043
1.08935	0.322704
1.10273	0.331472
1.11604	0.340347
1.12928	0.349329
1.14245	0.358416
1.15555	0.367608
1.16857	0.376904
1.18152	0.386305
1.19439	0.395808
1.20719	0.405415
1.2199	0.415123
1.23254	0.424933
1.2451	0.434844
1.25759	0.444855
1.26999	0.454965
1.28231	0.465174
1.29454	0.475482
1.3067	0.485887
1.31877	0.496389
1.33076	0.506987
1.34266	0.51768
1.35447	0.528469
1.3662	0.539352
1.37784	0.550328
1.3894	0.561397
1.40086	0.572558
1.41223	0.583811
1.42352	0.595154
1.43471	0.606587
1.44581	0.618109
1.45682	0.629719
1.46774	0.641418
1.47856	0.653203
1.48929	0.665074
1.49992	0.677031
1.51045	0.689073
1.52089	0.701198
1.53123	0.713407
1.54148	0.725698
1.55162	0.73807
1.56167	0.750523
1.57161	0.763057
1.58146	0.775669
1.5912	0.78836
1.60085	0.801128
1.61038	0.813973
1.61982	0.826894
1.62915	0.83989
1.63838	0.85296
1.64751	0.866104
1.65653	0.87932
1.66544	0.892608
1.67424	0.905967
1.68294	0.919395
1.69153	0.932893
1.70002	0.94646
1.70839	0.960093
1.71665	0.973794
1.72481	0.987559
1.73285	1.00139
1.74079	1.01528
1.74861	1.02924
1.75632	1.04326
1.76392	1.05734
1.7714	1.07148
1.77877	1.08569
1.78603	1.09994
1.79317	1.11426
1.8002	1.12864
1.80711	1.14306
1.81391	1.15755
1.82059	1.17209
1.82716	1.18668
1.83361	1.20132
1.83994	1.21602
1.84615	1.23076
1.85224	1.24555
1.85822	1.2604
1.86408	1.27528
1.86982	1.29022
1.87543	1.3052
1.88093	1.32023
1.88631	1.3353
1.89157	1.35041
1.8967	1.36556
1.90172	1.38075
1.90661	1.39599
1.91138	1.41126
1.91603	1.42657
1.92056	1.44192
1.92496	1.4573
1.92924	1.47272
1.9334	1.48817
1.93743	1.50365
1.94134	1.51916
1.94512	1.53471
1.94878	1.55029
1.95232	1.56589
1.95573	1.58152
1.95901	1.59718
1.96217	1.61287
1.96521	1.62858
1.96812	1.64431
1.9709	1.66007
1.97356	1.67584
1.97609	1.69164
1.97849	1.70746
1.98077	1.7233
1.98292	1.73915
1.98494	1.75502
1.98684	1.77091
1.98861	1.78681
1.99025	1.80273
1.99176	1.81866
1.99315	1.8346
1.99441	1.85055
1.99554	1.86651
1.99654	1.88248
1.99742	1.89845
1.99817	1.91443
1.99879	1.93042
1.99928	1.94641
1.99965	1.96241
1.99988	1.97841
1.99999	1.99441
1.99997	2.01041
1.99983	2.02641
1.99955	2.0424
1.99915	2.0584
1.99862	2.07439
1.99796	2.09038
1.99717	2.10636
1.99626	2.12233
1.99521	2.1383
1.99404	2.15425
1.99274	2.1702
1.99132	2.18614
1.98977	2.20206
1.98809	2.21797
1.98628	2.23387
1.98434	2.24975
1.98228	2.26562
1.98009	2.28147
1.97778	2.2973
1.97534	2.31311
1.97277	2.32891
1.97008	2.34468
1.96725	2.36043
1.96431	2.37615
1.96124	2.39186
1.95804	2.40753
1.95472	2.42318
1.95127	2.43881
1.9477	2.4544
1.944	2.46997
1.94018	2.48551
1.93623	2.50101
1.93216	2.51649
1.92797	2.53193
1.92365	2.54733
1.91921	2.56271
1.91465	2.57804
1.90996	2.59334
1.90515	2.6086
1.90022	2.62382
1.89517	2.639
1.89	2.65414
1.88471	2.66924
1.87929	2.6843
1.87376	2.69931
1.8681	2.71428
1.86233	2.7292
1.85643	2.74408
1.85042	2.7589
1.84429	2.77368
1.83804	2.78841
1.83168	2.80309
1.82519	2.81772
1.81859	2.83229
1.81188	2.84682
1.80505	2.86128
1.7981	2.8757
1.79103	2.89005
1.78386	2.90435
1.77657	2.91859
1.76916	2.93278
1.76164	2.9469
1.75401	2.96096
1.74627	2.97496
1.73841	2.9889
1.73044	3.00278
1.72237	3.01659
1.71418	3.03034
1.70588	3.04402
1.69747	3.05763
1.68896	3.07118
1.68034	3.08465
1.6716	3.09806
1.66277	3.1114
1.65382	3.12466
1.64477	3.13786
1.63562	3.15098
1.62636	3.16403
1.61699	3.177
1.60753	3.1899
1.59795	3.20272
1.58828	3.21547
1.57851	3.22813
1.56863	3.24072
1.55866	3.25323
1.54858	3.26566
1.53841	3.27801
1.52813	3.29028
1.51776	3.30246
1.50729	3.31456
1.49673	3.32658
1.48607	3.33851
1.47531	3.35035
1.46446	3.36211
1.45352	3.37378
1.44248	3.38537
1.43135	3.39686
1.42013	3.40827
1.40882	3.41959
1.39742	3.43081
1.38593	3.44194
1.37435	3.45298
1.36268	3.46393
1.35093	3.47479
1.33908	3.48555
1.32716	3.49621
1.31515	3.50678
1.30305	3.51725
1.29087	3.52763
1.27861	3.53791
1.26626	3.54809
1.25384	3.55817
1.24133	3.56815
1.22875	3.57803
1.21609	3.58781
1.20334	3.59749
1.19053	3.60706
1.17763	3.61653
1.16466	3.6259
1.15162	3.63517
1.1385	3.64433
1.12531	3.65339
1.11204	3.66233
1.09871	3.67118
1.08531	3.67991
1.07183	3.68854
1.05829	3.69706
1.04468	3.70547
1.031	3.71378
1.01726	3.72197
1.00345	3.73005
0.989579	3.73803
0.975643	3.74589
0.961645	3.75364
0.947586	3.76127
0.933465	3.7688
0.919285	3.77621
0.905046	3.78351
0.890749	3.79069
0.876395	3.79776
0.861985	3.80471
0.84752	3.81155
0.833001	3.81827
0.818428	3.82488
0.803803	3.83137
0.789127	3.83774
0.7744	3.84399
0.759623	3.85013
0.744798	3.85615
0.729925	3.86204
0.715006	3.86782
0.70004	3.87348
0.68503	3.87902
0.669976	3.88444
0.654879	3.88974
0.639741	3.89492
0.624561	3.89998
0.609341	3.90492
0.594083	3.90973
0.578786	3.91442
0.563452	3.91899
0.548083	3.92344
0.532678	3.92776
0.517239	3.93196
0.501767	3.93603
0.486262	3.93999
0.470727	3.94381
0.455162	3.94752
0.439567	3.9511
0.423945	3.95455
0.408295	3.95788
0.392619	3.96108
0.376918	3.96416
0.361193	3.96711
0.345444	3.96994
0.329674	3.97264
0.313882	3.97522
0.298071	3.97766
